trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
212,False,"{'a': 1.0, 'e': 0.12123796643338168}",20,5,20.35592761206896,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 1.0, 'e': 0.12003162851145673}",20,2,24.96540570868548,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 1.0, 'e': 0.11883729385240965}",20,0,3.3536755983782722,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
215,False,"{'a': 1.0, 'e': 0.11765484302177918}",30,15,-13.68713587703358,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
216,False,"{'a': 1.0, 'e': 0.11648415777349697}",25,0,-16.034853100825796,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
217,False,"{'a': 1.0, 'e': 0.11532512103806251}",30,0,22.813373328875564,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",1
218,False,"{'a': 1.0, 'e': 0.1141776169108365}",25,20,5.5423928662638335,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 1.0, 'e': 0.11304153064044985}",20,8,2.4336387043636805,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
220,False,"{'a': 1.0, 'e': 0.11191674861732888}",20,0,26.74663568934108,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
221,False,"{'a': 1.0, 'e': 0.11080315836233387}",30,18,21.844816716005155,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 1.0, 'e': 0.10970064851551141}",30,13,32.55665914386906,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 1.0, 'e': 0.10860910882495796}",25,0,23.18257940241152,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
224,False,"{'a': 1.0, 'e': 0.10752843013579495}",20,0,-23.16352168510704,"{0: 16, 1: 2, 2: 0, 3: 2, 4: 0}",0
225,False,"{'a': 1.0, 'e': 0.1064585043792528}",25,16,14.289285135988244,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 1.0, 'e': 0.10539922456186433}",20,0,8.047694886057801,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
227,False,"{'a': 1.0, 'e': 0.104350484754765}",25,8,28.343152412678133,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 1.0, 'e': 0.1033121800831002}",25,0,2.2345573760216304,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
229,False,"{'a': 1.0, 'e': 0.10228420671553744}",20,7,23.3762186310676,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 1.0, 'e': 0.1012664618538834}",25,0,23.47148336211657,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
231,False,"{'a': 1.0, 'e': 0.1002588437228037}",20,11,14.55194609843564,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 1.0, 'e': 0.09926125155964566}",30,13,33.76801125001252,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 1.0, 'e': 0.09827358560436154}",20,0,30.669253861719277,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
234,False,"{'a': 1.0, 'e': 0.09729574708953276}",30,18,10.756621228891081,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 1.0, 'e': 0.09632763823049303}",20,5,23.77264687834054,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 1.0, 'e': 0.09536916221554961}",20,3,31.255357476790586,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 1.0, 'e': 0.09442022319630235}",25,0,28.877973021894885,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
238,False,"{'a': 1.0, 'e': 0.09348072627805847}",20,12,7.624739249892592,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 1.0, 'e': 0.09255057751034329}",20,10,7.651141534203349,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
240,False,"{'a': 1.0, 'e': 0.09162968387750484}",35,18,29.937628037703252,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 1.0, 'e': 0.09071795328941251}",25,20,10.933948882539053,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 1.0, 'e': 0.08981529457224763}",25,15,5.251545319390836,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 1.0, 'e': 0.08892161745938634}",35,13,8.801723445005218,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
244,False,"{'a': 1.0, 'e': 0.08803683258237255}",30,17,15.152026279141362,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 1.0, 'e': 0.0871608514619813}",20,4,26.026101333101373,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 1.0, 'e': 0.0862935864993705}",25,14,18.672821548593447,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 1.0, 'e': 0.08543495096732123}",25,0,16.13419791402481,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
248,False,"{'a': 1.0, 'e': 0.08458485900156469}",20,1,21.023317437351512,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 1.0, 'e': 0.08374322559219596}",20,7,22.419758069386866,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 1.0, 'e': 0.08290996657517266}",25,9,27.721304222000022,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 1.0, 'e': 0.0820849986238988}",30,14,27.655790324079764,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 1.0, 'e': 0.08126823924089167}",20,10,19.41614850459311,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 1.0, 'e': 0.08045960674953244}",20,7,23.38313092350211,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 1.0, 'e': 0.07965902028589801}",30,17,25.873166628758412,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 1.0, 'e': 0.07886639979067495}",20,8,17.403426418985372,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 1.0, 'e': 0.07808166600115313}",20,6,12.42911649077195,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 1.0, 'e': 0.07730474044329974}",25,13,22.182644144492812,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 1.0, 'e': 0.07653554542391151}",20,8,24.22041822802354,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 1.0, 'e': 0.07577400402284548}",30,23,14.82279274697916,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 1.0, 'e': 0.07502004008532698}",20,16,7.74908084453971,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 1.0, 'e': 0.07427357821433388}",30,18,20.753310538711084,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 1.0, 'e': 0.0735345437630571}",20,15,11.574689644814873,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 1.0, 'e': 0.07280286282743559}",35,20,26.511250695622778,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 1.0, 'e': 0.0720784622387661}",20,16,8.207447703745395,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 1.0, 'e': 0.07136126955638605}",30,10,28.649747743313082,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 1.0, 'e': 0.0706512130604296}",30,18,23.909193562522454,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 1.0, 'e': 0.06994822174465536}",20,5,24.499980334873097,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 1.0, 'e': 0.069252225309346}",20,13,7.714835035318492,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 1.0, 'e': 0.06856315415427791}",20,16,6.6615308712949535,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 1.0, 'e': 0.06788093937176144}",30,7,34.226403253722886,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 1.0, 'e': 0.06720551273974976}",20,12,12.83033958936351,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 1.0, 'e': 0.06653680671501686}",35,19,16.093857491646226,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
273,False,"{'a': 1.0, 'e': 0.06587475442640295}",20,12,1.188415644846318,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 1.0, 'e': 0.06521928966812753}",20,4,25.426167692767837,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 1.0, 'e': 0.06457034689316847}",25,15,20.280048346490535,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 1.0, 'e': 0.06392786120670757}",25,19,11.16555138456692,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 1.0, 'e': 0.0632917683596407}",25,19,11.635578631802812,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 1.0, 'e': 0.06266200474215315}",25,17,15.603518313861226,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 1.0, 'e': 0.06203850737735829}",25,6,11.1058191452472,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
280,False,"{'a': 1.0, 'e': 0.06142121391500013}",25,14,11.271394115156603,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
281,False,"{'a': 1.0, 'e': 0.06081006262521795}",35,24,24.439650979170676,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 1.0, 'e': 0.06020499239237354}",30,16,24.772769735849742,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 1.0, 'e': 0.05960594270893937}",20,14,10.48222329199569,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 1.0, 'e': 0.05901285366944784}",35,26,18.76626940742549,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 1.0, 'e': 0.05842566596450083}",20,6,21.52645883838169,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 1.0, 'e': 0.057844320874838456}",20,16,5.336166304270411,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 1.0, 'e': 0.05726876026546736}",20,3,29.231497592008555,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 1.0, 'e': 0.0566989265798469}",30,21,17.789296421980715,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 1.0, 'e': 0.056134762834133725}",25,8,29.60453651016427,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 1.0, 'e': 0.05557621261148306}",25,11,22.745954419197954,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 1.0, 'e': 0.05502322005640723}",30,16,22.974149355804766,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 1.0, 'e': 0.05447572986918986}",20,8,21.515698276980718,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 1.0, 'e': 0.05393368730035602}",20,10,20.15688037412806,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 1.0, 'e': 0.053397038145197084}",20,11,16.187754531060094,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 1.0, 'e': 0.05286572873835037}",20,10,18.74456607039183,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 1.0, 'e': 0.05233970594843238}",30,16,26.59145402188915,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 1.0, 'e': 0.05181891717272583}",20,16,10.36834325851683,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 1.0, 'e': 0.05130331033191911}",20,5,14.887899203741757,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 1.0, 'e': 0.0507928338648985}",25,14,21.01523321584828,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 1.0, 'e': 0.050287436723591865}",20,14,11.78544957516065,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 1.0, 'e': 0.049787068367863944}",20,12,-9.479768983992097,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,12,17.728384785623746,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,16,6.196524236075793,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",30,10,39.96914132671267,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,13,21.230076360253268,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,6,26.24952081174372,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,20,8.054409214334763,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,23,14.183252933324749,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,20,11.135067921932666,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,16,16.964281877703453,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,9,18.067046689233614,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
